Includes,,,15133734353741126,703483042576580044,,,,,
Includes,,,188043543797416114,1473865872311861733,,,,,
Author,6544025222066633,,,,673204647282205501,,,,
HasTopic,,,,1465279293944035050,,1247463,,,
Author,522030854981284259,,,,1493492781084053647,,,,
Sale,439845035925257138,1418037598264149926,,,,40775,7/31/2018,,
Sale,454135500063439158,662586900963395243,,,,532978,8/28/2018,,
Author,763872604823817031,,,,1224960564092813641,,,,
HasTopic,,,,401638387113874563,,18338317,,,
Author,1019171075212215057,,,,1322651738124275404,,,,
Sale,123705174459043092,1561868005248548334,,,,2257841,8/26/2018,,
Sale,712322901015191401,1403722412087819267,,,,491,8/6/2018,,
Author,1414257744674532444,,,,751901442150596213,,,,
Sale,1025742184342236015,154021448024132361,,,,,10/3/2018,,
HasTopic,,,,,1236853312433404439,3303945,,,
Sale,1334284463071235834,598537066426341126,,,,34694230,8/28/2018,,
HasTopic,,,,1146565523299327150,,1333024,,,
HasOrg,,,,,830422547351230417,49088,,,
Author,111004355260178061,,,,896458164112710291,,,,
Author,348610549764883746,,,,1451452451222349933,,,,
HasTopic,,,,302344636563681230,,155656,,,
HasOrg,,,,,204924623543797075,192334,,,
Author,951332663063173670,,,,1571454744623014011,,,,
Author,1456320251224703094,,,,673204647282205501,,,,
Author,1368129548517419143,,,373329370000453993,,,,,
HasTopic,,,,211003530495960921,,12870,,,
Author,532192228858321423,,,,462104431376974634,,,,
HasTopic,,,,515764401822857733,,12796,,,
HasOrg,,,,,1450211522450982334,2324420,,,
Author,1480855636445290045,,,1293599217262753384,,,,,
Sale,1333124077453592273,720134632358513210,,,,,10/15/2018,,
Author,101598001438714245,,,,462104431376974634,,,,
HasTopic,,,,1340994433250403694,,49834,,,
Sale,1353463281350929541,915340410221484293,,,,41323,8/26/2018,,
HasOrg,,,,,85910535585932802,738236,,,
HasTopic,,,,1639217122447126411,,209465,,,
HasTopic,,,,1559711692235533410,,1879813,,,
HasTopic,,,,983759189322752397,,1170246,,,
HasTopic,,,,1374554630056454622,,3924412,,,
HasTopic,,,,942231205496714052,,161071,,,
Includes,,,1372844135435303981,1274252759516151577,,,,,
Includes,,,1372844135435303981,950254904320241940,,,,,
