HasTopic,,,,251890743220210835,,50376823,,,
HasTopic,,,,1026006783339141920,,67077,,,
Includes,,,1615340315424362057,261435371165918153,,,,,
Author,306392067540743666,,,,1224543866461549517,,,,
Includes,,,1314315120197156050,661484845612205633,,,,,
Author,1294914403221097444,,,,464039239752344525,,,,
Author,1187450980458316013,,,,1224543866461549517,,,,
HasTopic,,,,521261442581938894,,5014732,,,
Author,1131035031334447025,,,1392862316334740295,,,,,
Author,861150931056323975,,,,464039239752344525,,,,
HasOrg,,,,,725925752110536545,49115,,,
Author,1443133494118164998,,,,1111392343029354453,,,,
HasTopic,,,,131430767264956224,,1333024,,,
Sale,406038658154582115,1605552206307231213,,,,,10/3/2018,,
Sale,1024329382621225594,1064085149353414286,,,,,8/21/2018,,
Author,1398642174245540316,,,,1422102404443075543,,,,
Author,1115156362043259210,,,1525218913253107195,,,,,
Author,362705958458860910,,,927241616466051407,,,,,
Author,1137099400181311475,,,1020442049063100251,,,,,
HasTopic,,,,1214020710120985213,,7796627,,,
HasTopic,,,,450558010358323955,,7617647,,,
Sale,705943972064852306,554545651640698445,,,,,8/7/2018,,
Author,1010137037451444840,,,888513165454244318,,,,,
Includes,,,1314315120197156050,372320951513603092,,,,,
Sale,1425046214413300526,1352231709262922072,,,,,8/25/2018,,
HasTopic,,,,1312274214023172602,,61509,,,
HasTopic,,,,844297547288449305,,1613416,,,
Author,1301243064201522582,,,,957706043371068181,,,,
HasTopic,,,,1526270202793270400,,3947,,,
Author,1615615279821621325,,,,155550744756590550,,,,
Author,941232234862157875,,,1550251193227452314,,,,,
Sale,798891554234659733,420447835431443099,,,,,10/10/2018,,
HasTopic,,,,725366925654775701,,272035,,,
Author,418032584175520848,,,1609940863712851479,,,,,
Author,530944938586430494,,,,1542834430065923762,,,,
Author,1533903208647389560,,,,124061367129725323,,,,
Includes,,,1314315120197156050,59352130195106701,,,,,
Includes,,,1372844135435303981,223114045207413584,,,,,
Author,1506464147779161046,,,1011699071601751470,,,,,
Sale,855561123253401162,128048451484014513,,,,5609532,10/9/2018,,
Includes,,,1615340315424362057,1041922816243494111,,,,,
HasTopic,,,,249526876713339226,,169534,,,
Author,804213180110007040,,,987324342204344183,,,,,
Includes,,,565733832133342431,132891474876373715,,,,,
Author,123721354529673834,,,1264247196151557252,,,,,
HasTopic,,,,65259618524800554,,19024918,,,
Author,342340211935133617,,,,69583716257538454,,,,
HasTopic,,,,,1289136520071321825,29718382,,,
Author,413311432387460673,,,,1111392343029354453,,,,
Includes,,,1372844135435303981,1067083319042655832,,,,,
Includes,,,1372844135435303981,1532714257348542460,,,,,
HasTopic,,,,1227447336188665381,,522934,,,
HasOrg,,,,,1258182522315035787,49108,,,
HasTopic,,,,136712127757475591,,1186200,,,
HasTopic,,,,352511110213654323,,48485,,,
Includes,,,1615340315424362057,350093518783843352,,,,,
HasTopic,,,,564013121649725014,,134556,,,
Author,10633750193104393,,,1656849915226844264,,,,,
HasOrg,,,,,327897322501150822,40025,,,
HasTopic,,,,848812363504350438,,157943,,,
Author,680576354365350732,,,1064544191145446357,,,,,
Author,1092076342439930321,,,,849336510272291405,,,,
Sale,1483912809082624075,596103061183581650,,,,,10/15/2018,,
Author,1035014940340201721,,,,1111392343029354453,,,,
HasOrg,,,,,1000321164256317083,219563,,,
Author,1021847106415110045,,,,507273945733473582,,,,
Author,154573496072038504,,,693328138154152123,,,,,
Includes,,,1372844135435303981,1069409389620307364,,,,,
HasTopic,,,,663574253451051252,,378247,,,
Sale,1115592001117780542,804831859565960243,,,,,10/10/2018,,
Author,1521957495541031419,,,1152415513393589222,,,,,
HasTopic,,,,1422716044588761887,,42531880,,,
HasTopic,,,,,1443060560155250942,43533,,,
HasTopic,,,,1505077653083580030,,29485,,,
Author,674982041854761534,,,,611752151397143584,,,,
Author,317203252535202250,,,,1422102404443075543,,,,
HasTopic,,,,269050442246688330,,246882,,,
Includes,,,1372844135435303981,1044242430761022551,,,,,
HasTopic,,,,828865333222340183,,1333024,,,
Author,250005223212912342,,,585819243508194283,,,,,
HasTopic,,,,464621137640641453,,2566598,,,
Author,1623126009560011614,,,,727577301457513331,,,,
Author,423052620165451837,,,1402048744603545564,,,,,
HasTopic,,,,1215644430552293931,,618102,,,
Includes,,,1372844135435303981,1345065922809093042,,,,,
Includes,,,1372844135435303981,899346593860288560,,,,,
HasTopic,,,,225135925031085792,,5352191,,,
Author,318601533287041624,,,,995052831313649174,,,,
HasTopic,,,,414006644373723311,,1147468,,,
Author,932701217724498324,,,,232725311403923103,,,,
Author,523334311534354611,,,,1542834430065923762,,,,
Author,1055789125511555829,,,,1337220722134321160,,,,
Includes,,,1615340315424362057,651553340966543017,,,,,
HasTopic,,,,196055346213754542,,165436,,,
Sale,320053182081501240,630063129104114222,,,,,8/23/2018,,
Author,542751520501043382,,,,41193185922065530,,,,
Author,860482458534445645,,,,1125311603474609038,,,,
HasTopic,,,,459101763882710243,,80336,,,
Sale,1611412354950332302,361351852617430113,,,,81944,8/14/2018,,
Includes,,,1615340315424362057,135389423320465498,,,,,
Author,1370990512159565672,,,,896458164112710291,,,,
Sale,235054498127150270,474419557402155366,,,,1686705,10/6/2018,,
HasTopic,,,,1034034002686571964,,131593,,,
Author,514434299150041809,,,,1520932504212970515,,,,
Includes,,,1615340315424362057,465750107750066359,,,,,
Sale,1349546080522265214,638434531332133724,,,,1854639,10/16/2018,,
Author,1314025315751546523,,,1030744450031343224,,,,,
Sale,1537093540500143420,191953576201247731,,,,3446398,10/9/2018,,
HasTopic,,,,58313983062251013,,268617,,,
Includes,,,1615340315424362057,315314425873195067,,,,,
Includes,,,15133734353741126,1030694112321549222,,,,,
HasTopic,,,,495600905438603435,,35120,,,
HasTopic,,,,288338572812955178,,683772,,,
HasTopic,,,,566261515541548661,,483453,,,
Sale,210833135344105380,114213455225539503,,,,901176,8/27/2018,,
Author,1352131834823222072,,,,1451452451222349933,,,,
Author,1081126856142102174,,,,673204647282205501,,,,
