Author,159623345710231460,,,854296469002215024,,,,,
HasTopic,,,,722647303841258773,,463257,,,
Author,1039222380116350933,,,,673204647282205501,,,,
HasTopic,,,,52342369513382365,,133600,,,
HasTopic,,,,14180210660156092,,1907525,,,
Author,243567636533139242,,,1455456123981140376,,,,,
HasTopic,,,,922102090341447615,,136786,,,
Includes,,,1314315120197156050,271160241451524227,,,,,
HasTopic,,,,14569323082144550,,1170246,,,
HasOrg,,,,,305932061670799591,499451,,,
Includes,,,15133734353741126,1564188404792126317,,,,,
Author,1663082378006730757,,,663512203133213238,,,,,
Author,1324374226017066510,,,,388400642736369332,,,,
HasTopic,,,,1427621713266439229,,3823104,,,
HasTopic,,,,1224394001873505687,,80042,,,
Author,1561109412625174423,,,,849336510272291405,,,,
Author,1252158104006528458,,,,1332023064519452124,,,,
HasTopic,,,,1021379928442435353,,127933,,,
Sale,353486450410138542,1132926086110560605,,,,730052,7/30/2018,,
Author,913513735711226844,,,1483759936545214877,,,,,
HasTopic,,,,565793474564002026,,52943,,,
Author,1456596648052462653,,,,1421126651552704625,,,,
Author,346352348394797113,,,,41193185922065530,,,,
Author,860652912985316493,,,,896458164112710291,,,,
Author,611124423937393653,,,,1542834430065923762,,,,
Author,1475363123073839440,,,,849336510272291405,,,,
Author,547615841248122249,,,,1560066052793400803,,,,
Author,979086993821427644,,,1350440665975786675,,,,,
Author,542052308590665313,,,1247432185572933264,,,,,
Author,520106015242331144,,,,1332023064519452124,,,,
HasTopic,,,,351976945631216444,,192276,,,
HasTopic,,,,1578473053453644053,,5503,,,
Author,341649422829445515,,,1315221873774171521,,,,,
Author,1368222495595720144,,,,815312896408153743,,,,
Sale,275694088246311912,1454349571521639441,,,,201701,10/8/2018,,
Author,1362966331791264391,,,708071015708331852,,,,,
HasTopic,,,,920354121583110382,,1200750,,,
HasOrg,,,,,959682133323803231,180865,,,
Includes,,,1615340315424362057,281716247136459537,,,,,
HasOrg,,,,,1126542343142415215,1797817,,,
Author,124213330752593060,,,,464039239752344525,,,,
Author,231738781291240184,,,863439448107421265,,,,,
Includes,,,1372844135435303981,110210225749126748,,,,,
HasTopic,,,,,732028193350643521,2446683,,,
