HasTopic,,,,1245857613753171011,,838247,,,
Author,153109124140532606,,,845540887313038685,,,,,
Includes,,,15133734353741126,313921143660881102,,,,,
HasTopic,,,,522265446441781813,,2994606,,,
HasOrg,,,,,464454280724011343,230492,,,
HasTopic,,,,771019123131132916,,870,,,
Author,395939977606003318,,,,1422102404443075543,,,,
Author,1583210624201032041,,,470553251791597609,,,,,
Author,513602287455213774,,,,135161398161931951,,,,
HasTopic,,,,733372358551424398,,61641172,,,
HasTopic,,,,340945763301351318,,231043,,,
Includes,,,1615340315424362057,838425091277345297,,,,,
HasTopic,,,,1500361491550665273,,193946,,,
Author,201059494767384200,,,,1422441995849646126,,,,
Sale,654213369517393472,1125523108877648394,,,,,8/6/2018,,
Author,1220301797452363530,,,,464039239752344525,,,,
HasTopic,,,,1130389321285104522,,3521731,,,
HasOrg,,,,,755781412046760518,13652966,,,
HasTopic,,,,,392553110485625655,40763,,,
Author,1043000855559459414,,,287653576016389510,,,,,
HasTopic,,,,1231757319442304551,,214609,,,
HasTopic,,,,385453112698622142,,130790,,,
HasTopic,,,,335372231410701544,,162668,,,
Author,222222312064022577,,,,1422102404443075543,,,,
HasTopic,,,,272434113510259200,,164359,,,
Sale,710326603021052983,1630334933278847035,,,,28472,8/14/2018,,
Sale,1076086389913738545,1382392458744009017,,,,,7/29/2018,,
HasTopic,,,,1036413153605413156,,19809,,,
HasTopic,,,,1422052076389282314,,1258373,,,
Author,583790325418649763,,,,659155279116398218,,,,
Author,412815513957469635,,,,1450211522450982334,,,,
HasTopic,,,,487396537470509905,,39757,,,
Author,554442840500901234,,,1388040530921813693,,,,,
Author,1640604565460330074,,,,210346224652444246,,,,
Author,915297954370421606,,,1534539524037620133,,,,,
Sale,232424536163722382,551803006023048412,,,,,10/11/2018,,
Author,745400439346705061,,,,611752151397143584,,,,
Author,242416166533073055,,,,1422102404443075543,,,,
HasTopic,,,,1510867602292164356,,1141067,,,
Includes,,,1222966301068614432,270406777304491465,,,,,
Author,1551744325321425393,,,,1322923662812753104,,,,
Author,1005912526310060542,,,1630103943622023600,,,,,
HasTopic,,,,515404583956295534,,323840,,,
HasTopic,,,,235390154113150065,,37501,,,
Includes,,,1372844135435303981,1071875303748024821,,,,,
Author,774620049923433392,,,1349942996009025202,,,,,
HasTopic,,,,1330514441645255034,,127910,,,
Author,1055326122626914021,,,,936035940515240643,,,,
Includes,,,1615340315424362057,1039413476275772964,,,,,
Author,1288302088513535289,,,,611752151397143584,,,,
Includes,,,1615340315424362057,792797342505145121,,,,,
HasTopic,,,,487805936535205207,,577391,,,
HasTopic,,,,762486303423231126,,530384,,,
HasTopic,,,,,1638311942201880134,661652,,,
Sale,17420097409714939,1214399335043084154,,,,,8/14/2018,,
Sale,1162646823811514542,448655532456132835,,,,63083485,10/14/2018,,
HasTopic,,,,844165690260738163,,200538,,,
Author,562140923503705411,,,754132357531638825,,,,,
Author,902379497266139410,,,,41193185922065530,,,,
Includes,,,1615340315424362057,664154232624619912,,,,,
Includes,,,1314315120197156050,531144001633625338,,,,,
HasTopic,,,,511249417044271120,,290,,,
Author,1334521463322924434,,,,135161398161931951,,,,
HasTopic,,,,654038712632312252,,127,,,
Author,55532892610544148,,,,673204647282205501,,,,
HasTopic,,,,,765557618324640035,101929,,,
Includes,,,353365307219544531,846305146198343528,,,,,
Sale,84531972292457548,99543143020120346,,,,,10/16/2018,,
Author,1517355280179265695,,,,94744681333506907,,,,
Author,265403679316151134,,,,896458164112710291,,,,
Author,1425541237205507613,,,,723620264611819741,,,,
Sale,136555141877286333,1112660528923201944,,,,,10/10/2018,,
HasTopic,,,,504354158812124642,,7727,,,
Author,533572140007211190,,,,1239401353444264592,,,,
Includes,,,1314315120197156050,1411302251564125957,,,,,
Author,807707841071234332,,,,756412235620556023,,,,
Includes,,,15133734353741126,740069222316948442,,,,,
Author,1319332310414444650,,,,611752151397143584,,,,
Includes,,,1615340315424362057,558302272549233415,,,,,
HasTopic,,,,1246725116855272550,,28813,,,
HasTopic,,,,576551662122936384,,6817566,,,
HasTopic,,,,508847180164032785,,82955,,,
Sale,246364403064562751,811976403627714231,,,,,8/14/2018,,
HasTopic,,,,772391508444475391,,3239105,,,
Author,1056412901623403289,,,,135161398161931951,,,,
Author,1052900641721954017,,,,1125311603474609038,,,,
Author,1340320075166660030,,,1311494226044423182,,,,,
Includes,,,1615340315424362057,610632535520533707,,,,,
Author,712030464748579963,,,,1224543866461549517,,,,
Author,548991523332301417,,,1544321016365678057,,,,,
Includes,,,15133734353741126,1396155320325956509,,,,,
Author,1592460534071514183,,,,1422441995849646126,,,,
Includes,,,1615340315424362057,575432313027261378,,,,,
Author,482954383544655655,,,,911014804686115451,,,,
Author,936781204802153157,,,,155550744756590550,,,,
HasTopic,,,,253442123759215540,,4202277,,,
Author,1251585352481344263,,,,673204647282205501,,,,
Sale,1312211575762129838,512041136187504619,,,,,10/12/2018,,
Author,797545160863420725,,,,1422102404443075543,,,,
Author,1314585805228631183,,,,756412235620556023,,,,
Author,364550342658512616,,,1305929124040057309,,,,,
HasTopic,,,,1231211243570875304,,3975,,,
HasTopic,,,,1023001869918206544,,35127,,,
Author,814494341110549529,,,,995052831313649174,,,,
Author,962322957333216349,,,,673204647282205501,,,,
Author,577787384566313505,,,,1224543866461549517,,,,
HasTopic,,,,,1513296590745134871,735,,,
HasTopic,,,,212113480055460575,,121769,,,
Author,981421572023532040,,,851939452402352637,,,,,
Author,343401321672059254,,,1630319057595085248,,,,,
HasTopic,,,,648823346838865397,,7322,,,
HasOrg,,,,,611752151397143584,823917,,,
Author,986454341662354242,,,,995052831313649174,,,,
Includes,,,1615340315424362057,1024878322372393525,,,,,
Author,1551659062027194551,,,,1450211522450982334,,,,
Sale,1194211406399657651,730520416375120913,,,,12725,10/5/2018,,
Author,1342306539156364956,,,,464039239752344525,,,,
Includes,,,1372844135435303981,342554420150135780,,,,,
HasTopic,,,,901344062138190362,,12171,,,
Author,222895326113123731,,,,849336510272291405,,,,
HasTopic,,,,955768041645941863,,933513,,,
Author,141298587875531937,,,,1224543866461549517,,,,
Includes,,,1615340315424362057,1414165654344872515,,,,,
Author,1620176073416151324,,,,1024474301781930110,,,,
HasOrg,,,,,1034139224353956123,49088,,,
Author,804712310933001358,,,320614820884689933,,,,,
Author,1563456014326004830,,,,1111392343029354453,,,,
HasTopic,,,,739138128581846457,,79490,,,
Author,1312615107471043255,,,,311035269430539450,,,,
Author,460169622361245812,,,,1110671157842443618,,,,
Author,1443736175471490504,,,1563015511346200226,,,,,
HasTopic,,,,224624935254562518,,753651,,,
HasTopic,,,,312491518530442023,,736733,,,
Author,260102640421993420,,,,945448394389256102,,,,
HasTopic,,,,1503036515823103145,,7392510,,,
Author,1332471945093525500,,,1515650972062015215,,,,,
HasTopic,,,,1244525954167504135,,1063,,,
Sale,1393224015555047401,945469184252052657,,,,7368,10/10/2018,,
HasTopic,,,,1353402046025659922,,9420,,,
Sale,611093026226052812,1310150834305084008,,,,,8/2/2018,,
Sale,230589172264443997,926270536625581140,,,,46970,10/10/2018,,
Includes,,,1314315120197156050,1635309151092154525,,,,,
Sale,863363620672254508,1140724033084514831,,,,23143,8/24/2018,,
Author,746160459111365133,,,,1332023064519452124,,,,
HasTopic,,,,251419460544041257,,188507,,,
HasTopic,,,,,709202359725199045,11982,,,
Author,1151203121580905612,,,,1224543866461549517,,,,
Author,462442331008322922,,,1450369160351164002,,,,,
Author,279840211463405002,,,,1224543866461549517,,,,
Author,611150102311245578,,,154400253043534631,,,,,
Author,1034413635234584164,,,,1450211522450982334,,,,
Author,1560574130320303802,,,,1451452451222349933,,,,
HasOrg,,,,,1571454744623014011,975037,,,
Author,205544462254960304,,,,462104431376974634,,,,
HasTopic,,,,,1525264855491224250,8849,,,
HasTopic,,,,235716706710036313,,23808,,,
HasTopic,,,,,91748537183657893,3303945,,,
