Includes,,,1314315120197156050,202231244788755090,,,,,
Author,714815131201415423,,,1485245593459175339,,,,,
HasTopic,,,,1023893250382075515,,477207,,,
HasTopic,,,,939082636353844328,,23330,,,
Author,1543511898700994661,,,,1224543866461549517,,,,
HasTopic,,,,,1009107603423354632,83460,,,
Author,1152075044535340405,,,,1332023064519452124,,,,
Sale,288524097444383312,1433042468549712322,,,,27686,10/8/2018,,
Author,406446050031521123,,,1525344316296289053,,,,,
HasTopic,,,,732053530520602351,,73843,,,
Author,1345081067645074315,,,,464039239752344525,,,,
HasTopic,,,,512646155760106363,,231043,,,
HasTopic,,,,1041246074446833481,,703087,,,
Author,1034634483673541730,,,,751901442150596213,,,,
Author,1042239649232534295,,,,673204647282205501,,,,
HasTopic,,,,833563283122130333,,110791,,,
HasTopic,,,,1459606292464112362,,207011,,,
HasTopic,,,,179707281058445637,,1412049,,,
Sale,1323593409232565054,1392751126134323471,,,,,10/14/2018,,
Sale,108210153696186513,533808440872454294,,,,208502,8/24/2018,,
HasTopic,,,,1001163396401220321,,736557,,,
Includes,,,1615340315424362057,1601494436154243188,,,,,
Sale,433345326227036147,111024248253811874,,,,40050,10/11/2018,,
HasTopic,,,,,1581476558246652523,29718382,,,
Includes,,,1615340315424362057,813315204430225403,,,,,
HasTopic,,,,370524316276416171,,5156524,,,
Author,81253814440141354,,,,896458164112710291,,,,
Author,266012374672693087,,,1012526891143972556,,,,,
HasTopic,,,,1028243254318306553,,11366,,,
Author,410441076408424758,,,,995052831313649174,,,,
HasTopic,,,,1254225255886444589,,45552,,,
HasTopic,,,,291450910146834324,,216033,,,
Author,1353549901441530531,,,,69583716257538454,,,,
Author,1463190007091058105,,,,1126542343142415215,,,,
Author,1442149448055958828,,,589956425915317050,,,,,
Author,1290742544903539365,,,,1258182522315035787,,,,
Includes,,,353365307219544531,1003141045858233104,,,,,
HasOrg,,,,,1507236390414540554,501758,,,
HasTopic,,,,863971532712130419,,389800,,,
HasTopic,,,,1455236041022118054,,9826,,,
Author,1419213639533604452,,,1308125414182219682,,,,,
Author,789062653714818293,,,,232725311403923103,,,,
HasTopic,,,,1502984692212426409,,192388,,,
HasTopic,,,,1330345265148664413,,2134,,,
Includes,,,1615340315424362057,730486092150700858,,,,,
HasTopic,,,,715739087079559656,,141488,,,
Author,506664253643360935,,,,1321797535163712727,,,,
HasTopic,,,,1565006760221436413,,178359,,,
Includes,,,1372844135435303981,1521021548913116204,,,,,
Author,604227522281673519,,,,1126542343142415215,,,,
HasOrg,,,,,1525860854244089309,49210,,,
HasTopic,,,,844481178709774309,,188507,,,
Author,222895326113123731,,,,896458164112710291,,,,
HasTopic,,,,1370404516002515951,,23567,,,
HasTopic,,,,734622271585906743,,76,,,
Author,1123590065800344012,,,,611752151397143584,,,,
Includes,,,1372844135435303981,835346264757295049,,,,,
HasTopic,,,,1535666001531103617,,192707,,,
Author,910916809380684349,,,,896458164112710291,,,,
Includes,,,1372844135435303981,1450875885112539840,,,,,
HasTopic,,,,206414411295305324,,178354,,,
HasTopic,,,,,497132465456307860,216541,,,
HasTopic,,,,1332455669622261702,,15290,,,
Author,1025833908407787158,,,,761554911489593502,,,,
Includes,,,1314315120197156050,1616325332322426184,,,,,
Author,642462880411814261,,,,727577301457513331,,,,
Author,548227530495105722,,,1238306920451264724,,,,,
HasTopic,,,,432747885826686017,,16515105,,,
HasOrg,,,,,646712029148571328,1061104,,,
HasTopic,,,,1472120648948245147,,109742,,,
HasTopic,,,,31545536346631816,,845126,,,
HasTopic,,,,1231454373439015252,,32043,,,
HasTopic,,,,1014423379448529540,,172668,,,
Includes,,,1314315120197156050,373395536438993709,,,,,
Author,1554802244668065930,,,1333431185266871322,,,,,
Author,1432581852136017805,,,891638300353534215,,,,,
Author,362614199840688135,,,919446094517692321,,,,,
HasTopic,,,,1035662821293513422,,504491,,,
Author,1513464149713298854,,,,1451452451222349933,,,,
Includes,,,1615340315424362057,1140252345221049665,,,,,
HasTopic,,,,3145232344277393,,1065579,,,
Author,753335143330806332,,,,1224543866461549517,,,,
HasTopic,,,,1085301111866411353,,2006324,,,
Author,1326520750021203402,,,,1542834430065923762,,,,
HasTopic,,,,750145171261056428,,553890,,,
HasTopic,,,,793522443595221340,,15695891,,,
HasTopic,,,,,261296096489882207,1553458,,,
Sale,428252527521962811,1221107483354022396,,,,288514,10/7/2018,,
Sale,236390030010241656,806022534423108752,,,,339258,10/16/2018,,
Includes,,,1372844135435303981,1450172904566266358,,,,,
HasTopic,,,,1453455635118612273,,188613,,,
Sale,875542561416874510,943472164492210155,,,,177,10/12/2018,,
Author,611117914195523184,,,285616728553104221,,,,,
HasTopic,,,,1485054223306356320,,60,,,
Author,683054626687445505,,,,1126542343142415215,,,,
HasTopic,,,,1443861652246705164,,41298,,,
Author,1022172308162253505,,,,1451452451222349933,,,,
Author,344511178653071703,,,140905635329550293,,,,,
Sale,1524460497166022625,1614980521081320530,,,,68415976,8/5/2018,,
HasTopic,,,,1133088111474943450,,11028,,,
Sale,1512655321308130606,913683657010555559,,,,6946338,10/11/2018,,
Sale,1129182241518410195,1215110512225032483,,,,487,8/29/2018,,
Author,412933102212823157,,,,995052831313649174,,,,
Author,1530273587525633225,,,,31307979223001131,,,,
Author,291388595614265904,,,,861750133272640010,,,,
Author,1113270503755423695,,,1052572941144751658,,,,,
Includes,,,451888058015735870,873042604046643685,,,,,
HasTopic,,,,761119411082119689,,219699,,,
HasTopic,,,,632894644663856540,,188768,,,
Author,1616941730223150044,,,,995052831313649174,,,,
Author,631414514626200625,,,,1332023064519452124,,,,
Sale,664523527803208733,1312177837470436818,,,,487,10/5/2018,,
Author,552495420600232372,,,,1451452451222349933,,,,
HasTopic,,,,717353146454495154,,34442,,,
HasTopic,,,,1140041042119252205,,24910,,,
