Sale,344305014294350082,1155724901244624447,,,,,10/16/2018,,
HasTopic,,,,1337237130040302525,,170382,,,
Author,93458301313633370,,,,533479570450999532,,,,
Includes,,,1040437236245414809,1334275101054063791,,,,,
Author,865163860164314330,,,,896458164112710291,,,,
HasTopic,,,,1294200227810952810,,101017,,,
Sale,1334662148244574497,421548963315809620,,,,177,8/25/2018,,
Author,1462366254409434487,,,,1239401353444264592,,,,
HasTopic,,,,441200481528513230,,1202245,,,
Author,414536375406462082,,,,1530892043375361665,,,,
HasTopic,,,,1074537771426583899,,7169,,,
Author,1125851381022470510,,,,1125311603474609038,,,,
Author,287171847292052312,,,1352128423575545258,,,,,
HasTopic,,,,1375824584736381516,,246589,,,
HasTopic,,,,1521756638002523014,,327754,,,
HasTopic,,,,852559116881385101,,20574553,,,
Author,1311643519608712250,,,,1462224183401301129,,,,
HasTopic,,,,306295322726350450,,213346,,,
HasTopic,,,,932825275950346649,,213092,,,
Includes,,,1314315120197156050,985185833844125533,,,,,
HasTopic,,,,40155281002631930,,728,,,
HasOrg,,,,,135161398161931951,336264,,,
Author,1510610527809108961,,,,155550744756590550,,,,
HasTopic,,,,551558724501624939,,728,,,
HasTopic,,,,909619551235355215,,160236,,,
Includes,,,353365307219544531,1525240330340366117,,,,,
Includes,,,1615340315424362057,726611264146992303,,,,,
HasTopic,,,,1024934330451464213,,5,,,
Includes,,,1372844135435303981,871429395339569039,,,,,
Sale,108153365654006332,224633030261514282,,,,982048,8/20/2018,,
Author,585946044993518603,,,112272104453230085,,,,,
HasTopic,,,,,525630393431454432,83460,,,
Sale,12147094446209512,991641953349128564,,,,192270,10/9/2018,,
Includes,,,1615340315424362057,550404602324525348,,,,,
Author,1225189165011029443,,,693984657529959452,,,,,
Author,1405111114633351462,,,1101101615303259344,,,,,
Author,1114419132360031538,,,1554774772276094878,,,,,
Author,1323131211224516796,,,694062479002130358,,,,,
HasTopic,,,,748202064262064197,,157171,,,
HasTopic,,,,1321285059452925423,,732934,,,
HasOrg,,,,,31307979223001131,547867,,,
Includes,,,15133734353741126,1215308824094527314,,,,,
HasTopic,,,,462963771373633042,,28962312,,,
HasTopic,,,,434011941134292567,,2332346,,,
Includes,,,1615340315424362057,1464222612420826263,,,,,
HasTopic,,,,955180861159987491,,1333024,,,
HasTopic,,,,395661901923625030,,128570,,,
Sale,1261402621053501021,1534401198575104416,,,,657008,8/1/2018,,
Author,175433245563359304,,,,970329701315593419,,,,
HasTopic,,,,753229713241359015,,8148,,,
Includes,,,1615340315424362057,1266415409185902251,,,,,
Includes,,,1615340315424362057,305273791012245400,,,,,
HasOrg,,,,,1576607060315206606,16947,,,
Author,841115383185483080,,,,751901442150596213,,,,
HasOrg,,,,,1258182522315035787,193510,,,
HasTopic,,,,561554812445742751,,1333024,,,
HasTopic,,,,951154333318233864,,1333024,,,
HasTopic,,,,1551513352440735761,,2132873,,,
Includes,,,1615340315424362057,565551366102825523,,,,,
Author,119148865852825021,,,,69583716257538454,,,,
Author,1467031613344925526,,,,1332023064519452124,,,,
HasTopic,,,,302836521414760543,,11266830,,,
Author,1100705342341622459,,,,1258182522315035787,,,,
HasTopic,,,,1212713322342159622,,835629,,,
HasTopic,,,,733014449127647142,,728,,,
HasTopic,,,,1410608442159554527,,1324697,,,
HasTopic,,,,723410040856031365,,37507,,,
Includes,,,1615340315424362057,922573256044573845,,,,,
HasOrg,,,,,1552560749126783652,15144,,,
HasTopic,,,,114420827171071675,,7112917,,,
Sale,417442386317374674,42402707734325653,,,,12721,7/30/2018,,
Author,1152075044535340405,,,,462104431376974634,,,,
Sale,542315141443848994,1568985267318542039,,,,697641,8/5/2018,,
HasTopic,,,,695215235600166499,,3030144,,,
Author,1514216911963338322,,,,31307979223001131,,,,
HasTopic,,,,436251318285085541,,6256,,,
Author,733295548101541193,,,,31307979223001131,,,,
HasTopic,,,,271132243481424204,,264176,,,
HasTopic,,,,1144785463490404856,,2329,,,
HasTopic,,,,801334421905335603,,42106,,,
HasTopic,,,,314361568152255454,,581397,,,
Author,846631545623555140,,,,708063341087296341,,,,
Sale,687112030137503002,419853252418113517,,,,16407,10/11/2018,,
Author,1595653342386864004,,,,1224543866461549517,,,,
Author,802248036314116834,,,130135754126141071,,,,,
Author,1562534113551513618,,,,882535411198432517,,,,
Author,204602902124540805,,,,1394361322418702173,,,,
HasTopic,,,,1517804572353154707,,688015,,,
HasTopic,,,,,128792494571080500,735,,,
HasTopic,,,,,117916055433366042,3303945,,,
Author,1386761572161389062,,,,462104431376974634,,,,
HasTopic,,,,1401339475066139752,,11175,,,
Author,326398745302245370,,,,155550744756590550,,,,
HasTopic,,,,1224490525105954544,,334747,,,
Author,458304641175271358,,,462741538940717743,,,,,
Author,404012322006925235,,,,1542834430065923762,,,,
HasOrg,,,,,882535411198432517,9384255,,,
Author,814921222124118243,,,,462104431376974634,,,,
Author,1560025157849311409,,,1614242696417021114,,,,,
