Author,529160301215139829,,,,1542834430065923762,,,,
Includes,,,15133734353741126,546322874609635485,,,,,
Includes,,,1615340315424362057,828162342691331415,,,,,
HasTopic,,,,,743801804923771313,3303945,,,
HasTopic,,,,395495451163363742,,726686,,,
Author,1254507560154967644,,,,232725311403923103,,,,
HasTopic,,,,1441536444223169579,,20572541,,,
Includes,,,1615340315424362057,523245562106115195,,,,,
HasTopic,,,,,1411093733241104632,2446683,,,
Includes,,,1615340315424362057,27121606410130440,,,,,
Sale,227416512872069611,1585238625101337153,,,,177,7/29/2018,,
Author,1166071562134209554,,,,673204647282205501,,,,
HasTopic,,,,845450183345647121,,1333024,,,
Includes,,,15133734353741126,841913850469211272,,,,,
HasOrg,,,,,1125311603474609038,499510,,,
Includes,,,451888058015735870,1335092242522025164,,,,,
Author,981510718153152302,,,,69583716257538454,,,,
Includes,,,188043543797416114,1513753495653122409,,,,,
HasTopic,,,,1252426421611436002,,1183652,,,
Sale,1204654291644411271,268592596253781076,,,,,8/6/2018,,
HasTopic,,,,810146118324195580,,702997,,,
Author,854709812279634464,,,,611752151397143584,,,,
Author,866759141116406492,,,,1111392343029354453,,,,
Includes,,,1372844135435303981,1421125645031032435,,,,,
Sale,705745432235241655,895330752114275413,,,,14745,10/5/2018,,
HasTopic,,,,1321824471433025223,,196538,,,
HasTopic,,,,956155064714632204,,1501376,,,
HasTopic,,,,1122532133165215318,,1907525,,,
Author,1467055445281603901,,,,69583716257538454,,,,
HasTopic,,,,1218731014394628259,,537994,,,
Author,522333364503306145,,,,1560066052793400803,,,,
Includes,,,1615340315424362057,520656565384210437,,,,,
HasTopic,,,,1494437944243151104,,35127,,,
HasOrg,,,,,751901442150596213,1150105,,,
HasTopic,,,,720446032501445616,,577,,,
Author,866324106415145514,,,,995052831313649174,,,,
Sale,836751441314310193,1508353223392338299,,,,,10/7/2018,,
Includes,,,1314315120197156050,227470456565725335,,,,,
Author,557274934356230152,,,,1332023064519452124,,,,
Author,1192150621663894831,,,,611752151397143584,,,,
Sale,1218513781755850964,1144211052216700343,,,,870,10/2/2018,,
HasTopic,,,,1349790653164161582,,11016,,,
HasTopic,,,,1273658893762235929,,180481,,,
HasTopic,,,,1552105165365016702,,16959635,,,
HasTopic,,,,792083925131019303,,1422795,,,
Includes,,,1615340315424362057,240268822341139337,,,,,
Author,826253585228221644,,,1468659113463111294,,,,,
HasTopic,,,,217250621502450781,,1973927,,,
Author,594558151964094745,,,358131455422090450,,,,,
HasTopic,,,,9388846383735511,,11707,,,
Author,902198538109537935,,,,1560066052793400803,,,,
Sale,1542256334716440868,249173644684417145,,,,231043,10/9/2018,,
