Author,1587634343594129124,,,,1224543866461549517,,,,
Author,964138453522353743,,,1253915268021287113,,,,,
HasTopic,,,,23071630453407791,,17768966,,,
Author,911673382791333652,,,,1542834430065923762,,,,
Author,1018170353814938019,,,953899547180581553,,,,,
HasTopic,,,,65791054014353115,,18216,,,
Author,401864118274212624,,,127443810153553543,,,,,
Includes,,,1615340315424362057,901466516071030584,,,,,
Author,611824565252251200,,,,849336510272291405,,,,
Author,1481092555733308634,,,1405972213339259960,,,,,
Includes,,,1615340315424362057,745362153515724902,,,,,
Author,1320395459051623443,,,117122042914272416,,,,,
HasTopic,,,,1011025206056912758,,1170246,,,
Author,263575565235273089,,,701481041220248254,,,,,
HasTopic,,,,233873593020436361,,845257,,,
HasTopic,,,,264559176282471319,,1757033,,,
Author,464523567622014408,,,,1125311603474609038,,,,
Includes,,,1314315120197156050,779457162832686210,,,,,
HasTopic,,,,824332550254553231,,1907525,,,
HasTopic,,,,852688595300893375,,28962312,,,
HasTopic,,,,438611753655082513,,35127,,,
HasTopic,,,,120145303062130309,,60,,,
Includes,,,1372844135435303981,1527014921245057350,,,,,
HasTopic,,,,1195781354855211315,,7958,,,
HasOrg,,,,,1514491430408534513,41506,,,
HasOrg,,,,,1422102404443075543,66623287,,,
Author,554220782013134333,,,,995052831313649174,,,,
HasOrg,,,,,226534406911504911,1077236,,,
HasTopic,,,,561294320433125473,,178354,,,
Author,699572120155900478,,,,135161398161931951,,,,
HasTopic,,,,1261549522383287223,,657221,,,
Author,457123826522341501,,,767556214528424261,,,,,
HasTopic,,,,307595016640525463,,20671269,,,
HasTopic,,,,833614434642810182,,581397,,,
Author,901843752603447131,,,,1451452451222349933,,,,
Author,732213925259308564,,,1410541536242381283,,,,,
Author,229121560105476336,,,1556404794360044283,,,,,
HasTopic,,,,1070261647426318048,,188507,,,
Author,476535216571661563,,,,69583716257538454,,,,
HasTopic,,,,281929124422415340,,1766173,,,
Author,793451484458764905,,,,464039239752344525,,,,
Author,205825455016313331,,,672434044511443436,,,,,
Author,634506812592157314,,,1132065570830659438,,,,,
Includes,,,817570614729612563,1327273271544034446,,,,,
Author,445513114836311423,,,1407354129030592395,,,,,
HasTopic,,,,545331702271329259,,23502,,,
HasTopic,,,,254251375330030090,,495626,,,
Author,1303179251486455301,,,,849336510272291405,,,,
Author,1013040380654372615,,,,1451452451222349933,,,,
Includes,,,1615340315424362057,553631644433705265,,,,,
HasTopic,,,,925361307640333437,,2021,,,
HasTopic,,,,903129275520781550,,381645,,,
Author,1112523523018143938,,,,1450211522450982334,,,,
HasTopic,,,,,235900943554941022,1634046,,,
Includes,,,1615340315424362057,1380951473659281260,,,,,
HasTopic,,,,277144900136642230,,19023170,,,
